"DATA_YEAR","SUSPECTED_DRUG_TYPE_ID","PROPERTY_ID","EST_DRUG_QTY","DRUG_MEASURE_TYPE_ID","NIBRS_SUSPECTED_DRUG_ID"
2019,5,116064990,0.5,1,11403398
2019,16,116065004,49,1,11403404
2019,16,116065004,21,9,11403406
2019,17,116065020,0.1,1,11398125
2019,5,116065135,1,1,11403435
2019,5,116065260,1,1,11403454
2019,17,116065437,1,1,11403480
2019,17,116065485,1,1,11403495
2019,5,116069454,9,1,11398189
2019,12,116069454,6.3,1,11403527
2019,16,116069463,8,9,11398196
2019,2,116065636,23,1,11398209
2019,16,116065677,2,7,11403538
2019,12,116065833,1,1,11403547
2019,5,116069940,14.4,1,11398260
2019,12,116067205,11.02,1,11403738
2019,12,116067665,4.17,1,11403785
2019,17,116067665,14,9,11403786
2019,12,116067703,0.1,1,11403791
2019,16,116071064,2,1,11403838
2019,12,116071064,0.85,1,11411299
2019,4,116071064,0.28,1,11411298
2019,5,116069088,0.001,1,11404024
2019,5,116072124,0.001,9,11398604
2019,17,116074531,,,11404079
2019,17,116074701,,,11404097
2019,5,116075683,2,1,11404263
2019,4,116072908,7,1,11398699
2019,5,116073270,1,9,11398743
2019,16,116076746,1,1,11398761
2019,5,116073555,0.001,1,11398792
2019,5,116077036,3,1,11404467
2019,5,116073600,2,1,11398796
2019,5,116077137,2,1,11404483
2019,12,116073740,1,1,11404520
2019,12,116077368,0.1,1,11404523
2019,12,116077577,41.8,1,11404573
2019,12,116077587,92,1,11404576
2019,8,116073999,1,1,11398858
2019,5,116077965,1,9,11404618
2019,2,116077965,3.54,1,11404619
2019,5,116078007,1,11,11404624
2019,5,116078007,2.2,1,11404625
2019,12,116078342,1,1,11404680
2019,5,116079311,23.4,1,11398916
2019,5,116078792,11,1,11404793
2019,5,116079548,49,1,11398971
2019,5,116078850,1,1,11404802
2019,5,116080304,2,1,11416327
2019,8,116080321,8,9,11416361
2019,5,116080372,200,1,11400063
2019,4,116085253,1923.8,1,11416499
2019,16,116080401,20,9,11400097
2019,5,116080401,1,1,11416543
2019,1,116080401,2,1,11416542
2019,12,116085329,2,9,11416589
2019,2,116080501,1,1,11411420
2019,5,116085615,11,1,11416921
2019,17,116085615,1,1,11416922
2019,8,116080594,4,9,11400356
2019,5,116087020,1,1,11417087
2019,1,116087020,2,1,11417088
2019,16,116081467,1,1,11400403
2019,4,116087103,1,11,11417090
2019,1,116081561,1,2,11400411
2019,5,116081561,1,1,11400413
2019,5,116081561,1,11,11400412
2019,8,116087636,1,11,11417141
2019,10,116081861,2,1,11417146
2019,5,116081861,1,1,11400444
2019,17,116081861,2,1,11417145
2019,4,116082088,1,1,11417157
2019,16,116082088,2,1,11400453
2019,17,116088016,1,1,11417164
2019,1,116088016,1,1,11417163
2019,5,116088977,1,1,11417220
2019,17,116083237,1,1,11411434
2019,5,116083237,2,1,11417270
2019,5,116083465,1,1,11417289
2019,12,115623395,1,1,11266268
2019,5,116666601,2,1,11587713
2019,4,116661985,0.5,3,11558582
2019,5,116661996,1,9,11558587
2019,16,116666692,1,11,11582740
2019,5,116671430,2,9,11582747
2019,4,116666743,1,9,11587744
2019,4,116666806,0.64,1,11587756
2019,3,116666931,15,9,11587771
2019,12,116671811,1,11,11582820
2019,12,116667184,1,11,11587828
2019,4,116667245,0.001,1,11587843
2019,5,116667396,0.001,1,11587871
2019,5,116662795,13,1,11558745
2019,5,116667467,5,1,11558755
2019,3,116667492,16.46,1,11587882
2019,5,116667497,3.95,1,11587884
2019,5,116662923,0.003,1,11558769
2019,5,116667674,143.5,1,11587920
2019,5,116668237,5,1,11588034
2019,17,116668261,1,11,11588039
2019,5,116672186,1,1,11582910
2019,5,116687927,1,1,11583886
2019,5,116687930,1,11,11583887
2019,12,116679447,1,1,11559971
2019,5,116679517,9.6,1,11583906
2019,16,116681181,1,9,11583909
2019,12,116681181,0.3,1,11588548
2019,12,116681263,4,1,11583922
2019,5,116681263,1,1,11583923
2019,8,116688217,1,9,11560006
2019,4,116688217,0.5,1,11560005
2019,5,116688217,1.601,1,11588572
2019,16,116681784,,,11588624
2019,1,116681820,1.5,1,11588636
2019,12,116682017,3,1,11560030
2019,16,116682017,1,11,11588659
2019,5,116682135,4.27,1,11588683
2019,16,116682135,1,9,11588684
2019,12,116682146,1,9,11588685
2019,8,116682146,1,9,11588686
2019,5,116689176,2,1,11584089
2019,5,116689208,9.6,1,11584093
2019,12,116694662,0.4,1,11584165
2019,16,116055565,1,11,11402483
2019,5,116055625,0.001,1,11402497
2019,12,116055693,1,1,11402520
2019,16,116055775,7,9,11397536
2019,5,116055775,16.41,1,11402536
2019,1,116051179,1,9,11397561
2019,5,116056125,0.001,7,11402629
2019,5,116056160,0.001,1,11402637
2019,12,116056440,,,11402657
2019,5,116056754,3,10,11402709
2019,5,116056814,1,1,11402728
2019,5,116056858,1,9,11402743
2019,5,116051917,1,1,11397681
2019,4,116051947,0.2,1,11397687
2019,4,116059266,0.5,1,11397688
2019,5,116052092,4.25,1,11397711
2019,5,116052092,3,9,11402834
2019,5,116057322,3.7,1,11402866
2019,5,116057361,1,11,11402888
2019,4,116057361,1,11,11402887
2019,17,116052455,1,9,11397799
2019,17,116057811,1,11,11397815
2019,5,116058007,1,9,11403007
2019,5,116052859,7.8,1,11397890
2019,5,116052906,11.4,1,11397902
2019,5,116058365,1,9,11403106
2019,16,116058517,8.7,1,11403146
2019,5,116058547,1.5,1,11403151
2019,5,116053142,1.1,1,11397963
2019,17,116058844,0.9,1,11403206
2019,5,116053442,8.101,1,11398021
2019,5,116059130,1,1,11398028
2019,5,116064432,1,1,11403272
2019,5,116064493,1,1,11403281
2019,5,116064646,1,9,11403329
2019,5,116064801,1,11,11403343
2019,1,116064864,0.1,1,11398097
2019,5,116053971,0.5,1,11398098
2019,1,116064896,0.1,1,11403372
2019,5,116064896,1,1,11403374
2019,4,116065008,1,1,11403408
2019,5,116065013,1,1,11403409
2019,5,116065023,1,1,11403411
2019,5,116065169,0.16,1,11403441
2019,12,116065169,0.01,1,11403440
2019,5,116065202,1,11,11411283
2019,2,116069327,3,1,11403476
2019,17,116065466,1,11,11403488
2019,16,116065533,2.2,1,11403517
2019,5,116065733,3,9,11403540
2019,17,116065745,34,9,11403542
2019,17,116065770,1,9,11403544
2019,17,116069723,0.002,1,11398221
2019,5,116069820,6.1,1,11403579
2019,5,116066164,25.6,1,11403582
2019,17,116069867,,,11403589
2019,5,116066274,12.4,1,11403594
2019,16,116066274,0.6,1,11403595
2019,5,116069917,0.07,1,11403605
2019,5,116066374,15.7,1,11403622
2019,17,116066672,1,9,11398292
2019,8,116066672,6,1,11403659
2019,5,116066795,5,1,11403675
2019,12,116070419,59.27,1,11398350
2019,1,116067450,5.07,1,11403765
2019,16,116070646,0.45,1,11398380
2019,17,116070695,,,11398389
2019,16,116070802,0.52,1,11398398
2019,16,116067911,1.2,1,11403816
2019,16,116068120,5.1,1,11403837
2019,5,116075517,5,1,11404225
2019,5,116075526,2,1,11404227
2019,16,116075664,10,9,11404258
2019,4,116076164,1,9,11404318
2019,12,116076164,1,9,11404317
2019,12,116076208,2,1,11404326
2019,5,116076308,1,1,11404342
2019,5,116076346,1,9,11398727
2019,8,116076807,1,1,11404426
2019,12,116073482,2,1,11398777
2019,1,116073651,0.006,9,11398801
2019,12,116077583,,,11398834
2019,17,116077686,0.3,1,11404591
2019,12,116077686,0.3,1,11404590
2019,5,116077872,1,9,11404613
2019,1,116078304,0.001,1,11404668
2019,5,116078304,0.1,1,11404669
2019,12,116078429,3.46,1,11404698
2019,5,116078432,4.04,1,11404700
2019,5,116078879,6,1,11404810
2019,16,116055631,0.001,1,11402499
2019,5,116056024,17.6,1,11397577
2019,5,116056396,,,11402652
2019,5,116051685,6,1,11397630
2019,5,116051906,1,1,11397680
2019,16,116052042,1.2,1,11397706
2019,5,116057296,1,1,11402849
2019,5,116057302,3.2,1,11402853
2019,16,116057328,30.5,1,11397741
2019,5,116052162,18.8,1,11397752
2019,16,116057350,1,9,11402884
2019,6,116057350,1,9,11402883
2019,5,116057406,1,11,11402900
2019,16,116052285,4,9,11397783
2019,5,116052293,1,1,11402947
2019,5,116052296,5,1,11397788
2019,5,116057553,12.47,1,11402953
2019,5,116058624,0.63,1,11403173
2019,16,116058630,16.56,1,11397956
2019,5,116058650,1,11,11397960
2019,17,116053343,,,11398001
2019,12,116053358,1,1,11403226
2019,12,116053411,1,1,11398010
2019,4,116064253,6,1,11403258
2019,5,116064447,5,1,11403279
2019,5,116064545,1,3,11403308
2019,8,116053871,0.06,1,11403333
2019,5,116053943,10,1,11411277
2019,5,116064894,15.5,1,11403370
2019,5,116064914,0.6,1,11403375
2019,12,116064956,0.46,1,11403387
2019,5,116054040,0.2,1,11398114
2019,5,116054126,0.1,1,11403432
2019,4,116054140,1,1,11411280
2019,5,116065391,1,1,11398174
2019,5,116069343,38.07,1,11398176
2019,1,116065453,1,9,11403485
2019,5,116069418,9.43,1,11403518
2019,3,116069452,31.3,1,11398188
2019,5,116069452,7.8,1,11398187
2019,5,116069458,51.7,1,11398193
2019,5,116069512,58,1,11398211
2019,12,116065738,2,9,11403541
2019,12,116065836,1,1,11403548
2019,17,116066015,,,11403557
2019,5,116067125,1,11,11403722
2019,12,116070432,16.1,1,11398354
2019,4,116070439,0.64,1,11398355
2019,12,116067559,4.75,1,11398382
2019,17,116072413,,,11398644
2019,5,116072521,0.001,10,11398656
2019,12,116075454,0.001,1,11404220
2019,2,116076057,4,1,11404305
2019,12,116076057,4,1,11404306
2019,8,116073107,4,1,11404320
2019,5,116076307,18,9,11404341
2019,5,116076315,1,1,11398726
2019,5,116076358,2.5,1,11404356
2019,12,116076358,1,1,11404357
2019,16,116076373,1,9,11404367
2019,17,116073295,1,11,11404387
2019,5,116073295,1,11,11404386
2019,5,116076565,1,11,11404396
2019,5,116073661,0.001,9,11404504
2019,16,116077362,1,1,11404521
2019,5,116077558,56,1,11404570
2019,12,116073898,13.5,1,11398846
2019,5,116077702,12,1,11404595
2019,1,116077760,0.5,1,11404598
2019,17,116077905,0.9,1,11404615
2019,1,116078022,1.5,1,11404626
2019,5,116078022,1,1,11398872
2019,12,116078068,0.3,1,11404634
2019,8,116079214,0.9,1,11404640
2019,12,116079214,1.1,1,11404641
2019,16,116078321,11,9,11404675
2019,17,116078741,,,11404783
2019,1,116080319,1,1,11400011
2019,4,116080319,1,1,11416358
2019,5,116080325,6,1,11416364
2019,8,116080325,3,9,11400015
2019,3,116085231,41,1,11416476
2019,5,116085526,1,1,11400258
2019,16,116085564,8,1,11416841
2019,5,116085564,3,1,11416838
2019,5,116087217,1,1,11417108
2019,1,116082140,1,1,11417165
2019,17,116089238,1,1,11417239
2019,1,116089238,1,1,11400504
2019,5,116089864,1,1,11417272
2019,5,116090037,1,1,11400538
2019,5,116092211,,,11417366
2019,4,116094633,,,11400576
2019,1,116095040,,,11400590
2019,17,116095520,1,1,11400603
2019,1,116055655,0.6,1,11402507
2019,8,116055745,1,11,11397532
2019,12,116059229,0.003,1,11411257
2019,16,116059229,0.012,9,11402612
2019,12,116056402,,,11402653
2019,4,116056402,,,11397605
2019,5,116056657,4,1,11402695
2019,12,116056675,25,1,11402698
2019,5,116056675,5,1,11397626
2019,4,116056675,9,1,11397627
2019,12,116056682,1,9,11397628
2019,5,116056801,1,1,11397651
2019,1,116056809,1,1,11402726
2019,4,116057076,1,1,11402810
2019,5,116051975,11.5,1,11397695
2019,4,116051975,10,1,11397694
2019,16,116057114,5,9,11402821
2019,5,116057169,2,1,11402831
2019,2,116052104,1,1,11402838
2019,5,116052104,1,3,11397714
2019,5,116057287,1.3,1,11397722
2019,3,116052159,0.9,1,11397750
2019,5,116057433,1,9,11402910
2019,5,116057463,1,9,11402936
2019,5,116052257,1,3,11402940
2019,5,116052283,1,9,11397782
2019,5,116052283,1,1,11397781
2019,5,116057531,1,1,11402946
2019,5,116052299,1,1,11397789
2019,17,116057595,1,9,11397792
2019,12,116052410,1,11,11397794
2019,5,116052573,5,1,11397823
2019,5,116058069,9,1,11403018
2019,5,116052878,7.9,1,11397900
2019,5,116058628,5,1,11397955
2019,5,116058805,0.1,1,11403202
2019,12,116053286,23,9,11397989
2019,12,116064254,18,1,11398037
2019,5,116064495,5.2,1,11403282
2019,5,116064555,1,3,11403311
2019,16,116064798,1,11,11411274
2019,5,116053932,1,9,11398088
2019,5,116064847,1,1,11398092
2019,5,116054033,0.8,1,11398109
2019,5,116054037,2.2,1,11398112
2019,12,116054070,0.1,1,11398124
2019,4,116065460,,,11403486
2019,5,116065497,1,7,11403503
2019,5,116069396,1,1,11403509
2019,12,116065532,,,11403516
2019,5,116065563,3,1,11403523
2019,5,116069501,3.8,1,11398210
2019,2,116066052,6.2,1,11403564
2019,8,116066052,6,9,11403563
2019,5,116066052,4.3,1,11403565
2019,12,116075360,2.5,1,11404210
2019,4,116075360,0.1,1,11404211
2019,5,116075560,1,9,11404231
2019,16,116073641,,,11404497
2019,12,116077231,0.012,9,11404503
2019,5,116055638,0.02,1,11411254
2019,5,116055707,1,9,11397529
2019,17,116055737,1,11,11402526
2019,5,116051072,2.8,1,11397534
2019,1,116055782,1.52,1,11402538
2019,5,116055782,1.69,1,11402539
2019,1,116056433,,,11397608
2019,15,116056723,,,11402704
2019,16,116051718,,,11397644
2019,5,116056768,1,11,11402712
2019,5,116059259,1,1,11397649
2019,5,116051892,1,1,11397678
2019,5,116051976,5.9,1,11397696
2019,5,116052008,0.2,1,11397701
2019,5,116057314,8.8,1,11402859
2019,17,116052158,1,9,11397748
2019,5,116052158,0.5,1,11397745
2019,5,116052230,1,1,11397765
2019,3,116058124,31.5,1,11403035
2019,12,116053235,6,1,11403201
2019,5,116064530,1,3,11403295
2019,5,116064538,4,1,11398061
2019,5,116053777,2,1,11403318
2019,5,116064633,400,1,11403328
2019,5,116064688,2,9,11403332
2019,5,116053985,1,1,11403371
2019,17,116053996,1.01,1,11398102
2019,16,115610830,21,9,11250370
2019,4,115610830,7,1,11250371
2019,2,115615113,4.5,1,11257638
2019,16,115615113,1,9,11262455
2019,5,115611107,27.4,1,11257645
2019,4,115611107,0.8,1,11257646
2019,2,115606043,0.1,1,11262477
2019,5,115615225,12,1,11257653
2019,17,115606817,12.49,1,11257828
2019,12,115606817,22.33,1,11257827
2019,5,115606817,3.85,1,11250562
2019,13,115612137,6.5,1,11250574
2019,16,115612137,1.2,1,11250573
2019,5,115606957,1,9,11257844
2019,13,115612187,6.2,1,11257848
2019,1,115612187,3.4,1,11257847
2019,5,115607101,13.2,1,11257863
2019,5,115612365,2.4,1,11257867
2019,16,115612370,1,1,11262729
2019,8,115616689,1,11,11262735
2019,17,115612441,1,9,11257879
2019,12,115612441,1,9,11250619
2019,5,115607214,32,1,11250620
2019,12,115607218,3,1,11262755
2019,5,115607218,1,9,11257890
2019,5,115601111,3.8,1,11256588
2019,5,115582280,0.9,1,11249614
2019,16,115601152,0.1,1,11256594
2019,17,115595964,1,9,11261582
2019,12,115582328,0.5,1,11256602
2019,16,115601270,10,9,11261607
2019,12,115601288,0.002,9,11261609
2019,5,115582484,0.01,1,11261612
2019,12,115601329,1,11,11249654
2019,8,115582504,1,9,11249658
2019,12,115601804,5.66,1,11261782
2019,17,115582974,1,1,11249792
2019,5,115596761,6.3,1,11261801
2019,4,115596807,0.011,1,11261821
2019,5,115583046,1,9,11249817
2019,16,115583068,0.009,9,11249822
2019,5,115583068,0.013,1,11256846
2019,5,115583112,2,1,11249837
2019,5,115583124,0.001,1,11249841
2019,5,115596906,1,1,11261857
2019,5,115596915,0.004,1,11261859
2019,17,115583182,0.001,9,11249849
2019,5,115583188,0.009,1,11249850
2019,5,115583210,0.006,1,11249855
2019,5,115583217,0.039,1,11249857
2019,16,115602615,,,11256938
2019,5,115582526,0.05,1,11249668
2019,17,115596209,0.01,1,11256640
2019,12,115596254,1,11,11249680
2019,5,115601418,1,1,11256665
2019,17,115596262,1,9,11261670
2019,4,115601460,1,9,11249716
2019,16,115601460,2,9,11249717
2019,5,115596370,6,1,11261707
2019,4,115582719,1,9,11249737
2019,3,115582745,72.95,1,11249745
2019,5,115582745,7.12,1,11249746
2019,5,115596459,7.06,1,11261725
2019,2,115601564,2.52,1,11256706
2019,3,115596480,2,9,11261730
2019,5,115596480,2.36,1,11261731
2019,1,115601614,0.45,1,11256713
2019,17,115596654,0.71,1,11261767
2019,12,115582521,1,3,11249664
2019,5,115582521,1,1,11249665
2019,12,115601359,1,9,11256637
2019,12,115601378,1,11,11261654
2019,12,115582558,1,1,11249677
2019,16,115582558,2,1,11249679
2019,1,115601392,1,11,11256652
2019,5,115596288,1,1,11256673
2019,5,115596299,1,11,11261684
2019,12,115596299,1,11,11261683
2019,8,115582703,2.36,1,11249736
2019,5,115596500,2.7,1,11256711
2019,3,115596787,1,1,11249801
2019,5,115596787,1,1,11249800
2019,8,115596815,0.01,1,11261827
2019,3,115596815,0.01,1,11261829
2019,17,115596815,0.01,1,11249808
2019,5,115596833,1,11,11256824
2019,16,119349610,1,1,12412483
2019,17,119349610,1,1,12412484
2019,4,119349610,1,3,12412482
2019,5,119364631,1,11,12403647
2019,12,119364644,1,1,12422491
2019,4,119324924,1,3,12403674
2019,4,119364808,2.71,1,12422521
2019,4,119325066,0.1,1,12403686
2019,16,119349742,,,12412510
2019,8,119349742,,,12412509
2019,12,113087276,2,1,10784604
2019,12,121053943,1,9,12964461
2019,12,121065105,1,1,12979585
2019,5,121065151,1,9,12979600
2019,5,121054044,15.24,1,12974493
2019,2,121054080,1,1,12974499
2019,12,121054080,15.5,1,12979630
2019,12,121065672,0.001,1,12979727
2019,8,121065681,0.004,1,12979729
2019,5,121060711,0.2,1,12964535
2019,12,121060711,0.4,1,12964536
2019,12,121065725,0.001,1,12974570
2019,4,121065725,0.001,1,12979740
2019,4,121065730,6.66,1,12979744
2019,12,121065730,0.38,1,12979743
2019,2,121061114,4.32,1,12964602
2019,5,121066454,12.1,1,12974662
2019,5,121061185,0.338,7,12964607
2019,5,121066550,1,1,12979865
2019,17,121066621,2.5,1,12979881
2019,5,121070076,4,1,12979882
2019,5,121066735,0.001,1,12979898
2019,5,121070184,1,1,12974699
2019,5,121066775,18,1,12974704
2019,5,121061401,0.5,1,12964659
2019,17,120398023,0.1,1,12805060
2019,12,120398039,3.2,1,12809123
2019,12,120410350,1,1,12813449
2019,17,120402133,0.01,1,12813456
2019,16,120398220,1,9,12805088
2019,5,120410383,3,9,12813462
2019,5,120410383,2,1,12813461
2019,5,120402171,2.2,1,12805096
2019,5,120410424,0.7,1,12813476
2019,4,120398272,1,9,12809168
2019,5,120410662,1,1,12809187
2019,1,120398393,0.38,1,12809196
2019,5,120410712,1,9,12813544
2019,17,120410712,1,9,12813543
2019,5,120398551,0.002,1,12809229
2019,17,120398558,,,12813598
2019,16,120399238,2,9,12809329
2019,16,120399254,4,9,12809335
2019,17,120402914,,,12805214
2019,12,120403108,,,12805229
2019,4,120403108,,,12805228
2019,17,120399520,,,12805231
2019,12,120403141,,,12805234
2019,5,120403219,,,12805243
2019,17,120411906,,,12813746
2019,4,120403314,,,12805258
2019,5,120403365,1,1,12805266
2019,5,120403421,1,11,12805274
2019,16,120403433,0.62,1,12805278
2019,4,120412168,0.07,1,12813792
2019,12,120412794,1,9,12813858
2019,5,120412815,1,11,12813862
2019,4,120412880,1,1,12813870
2019,12,120416109,11.6,1,12809560
2019,4,120419877,0.001,9,12805454
2019,5,120419878,0.001,1,12805455
2019,12,120416233,0.001,1,12809571
2019,17,120419936,,,12805470
2019,8,120413090,1,11,12813893
2019,2,120419971,7.3,1,12813896
2019,17,120420062,1,11,12805489
2019,8,120420133,,,12805498
2019,17,120413351,,,12813928
2019,5,120413361,2,9,12805499
2019,16,120420186,1,11,12813948
2019,17,120420186,1,11,12809632
2019,16,120420196,0.41,1,12813953
2019,5,120413535,1,11,12813961
2019,5,120420238,1,11,12805516
2019,8,120416670,0.001,9,12805524
2019,17,120420278,,,12805526
2019,8,120416689,7.43,1,12809647
2019,12,120420298,1,11,12805535
2019,12,120416838,1,1,12814050
2019,8,120413922,0.001,9,12809676
2019,9,120413959,1,11,12814056
2019,5,120413986,1,11,12814066
2019,8,120420606,1,11,12814078
2019,5,120420639,1,11,12805594
2019,9,120414139,0.003,9,12814088
2019,8,120416995,2,9,12809700
2019,5,120417003,7.44,1,12809703
2019,17,120414237,0.01,1,12814100
2019,5,120417108,0.18,1,12809717
2019,12,120417231,0.5,1,12809735
2019,12,120417247,2,1,12809737
2019,5,120420865,1.8,1,12805615
2019,12,120420902,1,9,12809752
2019,8,120420902,1,9,12805619
2019,5,120418298,1,11,12809794
2019,4,120421960,,,12805650
2019,16,120421999,1,1,12805651
2019,4,120421999,1,1,12805652
2019,5,121070815,35.5,1,12980013
2019,12,121070872,24.1,1,12980032
2019,5,121071118,1,1,12974865
2019,5,121071134,1,1,12964816
2019,16,121071134,5,9,12964817
2019,12,121071134,0.25,1,12974868
2019,5,121067847,1.11,1,12980094
2019,1,121071225,8.7,1,12974894
2019,8,121067900,1401.6,1,12980101
2019,2,121067900,68.8,1,12974901
2019,5,121071577,1,11,12974953
2019,5,121068142,0.06,1,12980138
2019,5,121071604,1,11,12974960
2019,8,121068178,1,9,12980145
2019,16,121084837,6,9,12980624
2019,5,121084876,0.004,1,12965384
2019,4,121076841,1,3,12980637
2019,12,121081366,0.8,1,12965396
2019,5,121081366,0.4,1,12980641
2019,4,121077415,1,1,12980687
2019,1,121077624,0.001,9,12980717
2019,12,121082038,0.8,1,12965480
2019,4,121082038,1.1,1,12965479
2019,2,121077672,0.001,1,12975503
2019,5,121085638,5,1,12965483
2019,12,121077707,,,12965486
2019,5,121085645,1,1,12975506
2019,17,121082113,,,12965491
2019,5,121077733,1,1,12965494
2019,17,121077881,,,12980754
2019,17,121077952,,,12980762
2019,5,121082471,2,9,12965529
2019,17,121077962,,,12965530
2019,17,121078013,,,12980768
2019,17,121078089,3.74,1,12980775
2019,16,121078093,0.72,3,12965557
2019,17,121082848,,,12965567
2019,8,121082895,1.52,1,12965575
2019,12,121082895,6.62,1,12965574
2019,5,121061526,2,3,12964677
2019,16,121066975,1,7,12974724
2019,4,121070368,1,1,12974725
2019,1,121066990,1,1,12979940
2019,8,121061573,34,9,12964682
2019,5,121067435,17.9,1,12974775
2019,5,121067539,14.1,1,12980028
2019,5,121070878,12.4,1,12974816
2019,5,121062048,61.2,1,12980036
2019,5,121071035,2.32,1,12980057
2019,5,121071203,856.5,1,12964836
2019,16,121067874,0.5,9,12980097
2019,16,121071286,1,9,12974905
2019,12,121071313,8,1,12974910
2019,12,121062566,2,1,12964865
2019,12,121071458,1,11,12974935
2019,8,121071539,3,9,12974947
2019,5,121071567,0.1,3,12974952
2019,5,121068182,0.001,3,12980148
2019,5,121068187,2,1,12980149
2019,16,121068228,5,9,12964890
2019,12,121062767,1,1,12964901
2019,5,121068370,1,1,12975015
2019,9,121068370,9,9,12975016
2019,12,121062940,84,1,12964930
2019,16,121062975,95,9,12964936
2019,17,121068515,0.1,1,12964943
2019,4,121068554,0.9,1,12980208
2019,4,121068643,1,1,12980212
2019,5,121072822,3,9,12980319
2019,16,121075023,0.5,1,12965069
2019,2,121064264,0.4,1,12965091
2019,5,121075082,48,1,12975252
2019,17,121075083,,,12980385
2019,17,121064299,,,12965094
2019,17,121075117,,,12980393
2019,5,121073588,1,11,12975265
2019,17,121073610,,,12975271
2019,3,121075309,1,11,12980429
2019,2,121079870,1,11,12975327
2019,16,121075361,1,1,12980440
2019,17,121073984,1,11,12975331
2019,8,121075384,1,9,12975335
2019,17,121075413,,,12980445
2019,12,121080019,1,11,12975347
2019,4,121080019,1,11,12975348
2019,16,121075917,1,1,12975363
2019,5,121080487,1,9,12965291
2019,5,121076148,1,11,12980537
2019,12,121076148,1,1,12980536
2019,12,121065076,0.01,1,12979581
2019,12,121060395,1,1,12964459
2019,12,121065091,1,11,12974468
2019,5,121065104,1,9,12979584
2019,17,121065109,0.001,9,12979589
2019,1,121053957,1,9,12974474
2019,4,121065114,1,1,12979590
2019,5,121053963,1,11,12974478
2019,5,121065168,35,1,12974483
2019,12,121065168,25,1,12979607
2019,5,121060406,0.001,1,12964465
2019,8,121060428,1,9,12974492
2019,17,121065878,1,9,12979761
2019,16,121069607,,,12974601
2019,16,121065961,34,1,12979775
2019,17,121066080,1,1,12979797
2019,5,121066085,16.5,1,12979799
2019,5,121066117,0.1,1,12979804
2019,5,121066219,0.01,1,12979817
2019,5,121066221,49.6,1,12979821
2019,5,121066221,1,9,12979820
2019,5,121069781,0.1,1,12974628
2019,13,121069781,7,9,12974629
2019,4,121066245,0.3,1,12979828
2019,12,121066245,0.3,1,12979827
2019,4,121069797,2.4,1,12974633
2019,10,121061019,2,7,12964585
2019,12,121069838,,,12974647
2019,5,121066316,0.9,1,12979840
2019,17,121061053,0.001,1,12964595
2019,5,121066381,1,1,12979849
2019,5,121067518,39.8,1,12964745
2019,5,121062727,1,11,12964894
2019,12,121068412,1,1,12980191
2019,4,121068418,62,1,12980192
2019,5,121068418,66,1,12980193
2019,5,121063215,1,1,12964969
2019,8,121063215,52,9,12964968
2019,5,121069182,1,1,12980297
2019,5,121069190,1,1,12980299
2019,12,121069194,,,12964998
2019,12,121072711,7.2,1,12975155
2019,5,121063467,1.7,1,12975172
2019,17,121069498,,,12975198
2019,17,121063756,,,12965042
2019,5,121069555,1.2,1,12975202
2019,12,121069555,0.6,1,12980337
2019,17,121069556,1,3,12965044
2019,12,121074647,10,9,12980341
2019,12,121074928,1,9,12980361
2019,9,121075114,47,9,12980391
2019,4,121075122,1,9,12980395
2019,16,121064390,29,9,12965110
2019,17,121075183,,,12965125
2019,5,121073713,0.001,9,12975290
2019,5,121073725,1,11,12965156
2019,15,121074034,0.002,9,12975337
2019,2,121074068,0.2,1,12975340
2019,17,121074068,4,9,12975342
2019,12,121074068,1.12,1,12975341
2019,12,121080015,2.39,1,12965227
2019,4,121080015,1.63,1,12980449
2019,1,121080015,1.4,1,12980448
2019,17,121074114,,,12975350
2019,5,121080119,0.001,9,12965239
2019,17,121080121,,,12965240
2019,4,121075564,0.28,1,12980469
2019,12,121075608,0.1,1,12980474
2019,5,121075642,4.3,1,12980479
2019,17,121080285,0.14,1,12965268
2019,5,121075958,2,9,12965296
2019,5,121080582,1,1,12980526
2019,5,121076053,0.5,3,12980530
2019,17,121076099,0.96,1,12980532
2019,17,121080778,,,12965322
2019,1,121076299,0.001,1,12980553
2019,12,121076328,0.7,1,12980556
2019,1,121076328,0.1,1,12980555
2019,12,121080866,1,1,12980567
2019,17,121076416,0.002,9,12980571
2019,1,121086357,1,1,12975581
2019,12,121086670,0.4,1,12975613
2019,8,121086670,0.7,1,12975614
2019,17,121086670,4,9,12975615
2019,17,121086859,,,12975630
2019,8,121086875,0.001,9,12980809
2019,2,121078864,0.5,1,12980811
2019,17,121086980,,,12975636
2019,12,121078919,1,1,12980817
2019,17,121087136,,,12975647
2019,5,121061409,0.5,1,12964660
2019,4,121061455,1,1,12964667
2019,5,121061459,3.1,1,12979915
2019,5,121070422,3.3,1,12979955
2019,16,121067219,1,9,12974748
2019,8,121061725,0.001,1,12964700
2019,13,121067336,0.05,1,12974763
2019,5,121067494,25.6,1,12980007
2019,5,121081142,3,1,12980611
2019,17,121081189,1,5,12965374
2019,5,121085878,1,1,12975538
2019,12,121086042,0.6,1,12975559
2019,5,121086137,976,1,12980784
2019,16,121061937,1.5,9,12974783
2019,8,121070757,408.8,1,12974781
2019,1,121061937,1,1,12974784
2019,17,121074757,,,12975213
2019,16,121074800,10,3,12980348
2019,8,121063996,0.1,1,12980353
2019,2,121063996,1.1,1,12980352
2019,17,121074907,0.001,9,12980360
