"YEARLY_AGENCY_ID","AGENCY_ID","DATA_YEAR","ORI","LEGACY_ORI","COVERED_BY_LEGACY_ORI","DIRECT_CONTRIBUTOR_FLAG","DORMANT_FLAG","DORMANT_YEAR","REPORTING_TYPE","UCR_AGENCY_NAME","NCIC_AGENCY_NAME","PUB_AGENCY_NAME","PUB_AGENCY_UNIT","AGENCY_STATUS","STATE_ID","STATE_NAME","STATE_ABBR","STATE_POSTAL_ABBR","DIVISION_CODE","DIVISION_NAME","REGION_CODE","REGION_NAME","REGION_DESC","AGENCY_TYPE_NAME","POPULATION","SUBMITTING_AGENCY_ID","SAI","SUBMITTING_AGENCY_NAME","SUBURBAN_AREA_FLAG","POPULATION_GROUP_ID","POPULATION_GROUP_CODE","POPULATION_GROUP_DESC","PARENT_POP_GROUP_CODE","PARENT_POP_GROUP_DESC","MIP_FLAG","POP_SORT_ORDER","SUMMARY_RAPE_DEF","PE_REPORTED_FLAG","MALE_OFFICER","MALE_CIVILIAN","PED.MALE_OFFICER+PED.MALE_CIVILIAN","FEMALE_OFFICER","FEMALE_CIVILIAN","PED.FEMALE_CIVILIAN+PED.FEMALE_OFFICER","0","0","NIBRS_CERT_DATE","NIBRS_START_DATE","NIBRS_LEOKA_START_DATE","NIBRS_CT_START_DATE","NIBRS_MULTI_BIAS_START_DATE","NIBRS_OFF_ETH_START_DATE","COVERED_FLAG","COUNTY_NAME","MSA_NAME","PUBLISHABLE_FLAG","PARTICIPATED","NIBRS_PARTICIPATED"
140802019,14080,2019,"OH0030000","OH0030000","","N","N",,"I","ASHLAND","ASHLAND","Ashland","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","County",29866,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","N",14,"8B","Non-MSA counties from 25,000 thru 99,999","8","Non-MSA Counties","N",3,"R","Y",40,15,55,9,23,32,0,0,01-JAN-98,01-MAR-03,01-MAR-03,01-JAN-16,,,"N","ASHLAND","Non-MSA","Y","Y","Y"
140812019,14081,2019,"OH0030100","OH0030100","","N","N",,"I","ASHLAND","ASHLAND","Ashland","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",20410,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","N",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",24,0,24,3,7,10,0,0,01-JAN-98,01-JAN-01,01-JAN-01,01-JAN-16,01-APR-20,01-APR-20,"N","ASHLAND","Non-MSA","Y","Y","Y"
140822019,14082,2019,"OH0030200","OH0030200","","N","N",,"I","LOUDONVILLE","LOUDONVILLE","Loudonville","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",2628,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-DEC-04,01-DEC-04,01-JAN-16,01-APR-20,01-APR-20,"N","HOLMES; ASHLAND","Non-MSA","Y","Y","Y"
140852019,14085,2019,"OH0040000","OH0040000","","N","N",,"I","ASHTABULA","ASHTABULA","Ashtabula","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","County",49325,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","N",14,"8B","Non-MSA counties from 25,000 thru 99,999","8","Non-MSA Counties","N",3,"R","Y",33,22,55,1,23,24,0,0,01-JAN-98,01-FEB-11,01-FEB-11,01-JAN-16,,,"N","ASHTABULA","Non-MSA","Y","Y","Y"
140872019,14087,2019,"OH0040200","OH0040200","","N","N",,"I","CONNEAUT","CONNEAUT","Conneaut","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",12536,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","N",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-JUL-15,01-JUL-15,01-APR-19,,,"N","ASHTABULA","Non-MSA","Y","Y","Y"
140902019,14090,2019,"OH0040500","OH0040500","","N","N",,"I","GENEVA-ON-THE-LAKE","GENEVA-ON-THE-LAKE","Geneva-on-the-Lake","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",1200,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-JAN-00,01-JAN-00,01-JAN-16,,,"N","ASHTABULA","Non-MSA","Y","Y","Y"
140952019,14095,2019,"OH0050000","OH0050000","","N","N",,"I","ATHENS","ATHENS","Athens","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","County",31634,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","N",14,"8B","Non-MSA counties from 25,000 thru 99,999","8","Non-MSA Counties","N",3,"R","Y",30,0,30,1,5,6,0,0,01-JAN-98,01-JAN-03,01-JAN-03,01-JAN-16,,,"N","ATHENS","Non-MSA","Y","Y","Y"
140962019,14096,2019,"OH0050100","OH0050100","","N","N",,"I","ATHENS","ATHENS","Athens","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",24745,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","N",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-JAN-03,01-JAN-03,01-MAR-16,01-APR-20,01-APR-20,"N","ATHENS","Non-MSA","Y","Y","Y"
140972019,14097,2019,"OH0050200","OH0050200","","N","N",,"I","GLOUSTER","GLOUSTER","Glouster","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",1796,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-JAN-09,01-JAN-09,01-JAN-16,01-APR-20,01-APR-20,"N","ATHENS","Non-MSA","Y","Y","Y"
140982019,14098,2019,"OH0050300","OH0050300","","N","N",,"I","NELSONVILLE","NELSONVILLE","Nelsonville","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",5158,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-APR-05,01-APR-05,01-JAN-16,01-APR-20,01-APR-20,"N","ATHENS","Non-MSA","Y","Y","Y"
140992019,14099,2019,"OH0050400","OH0050400","","N","N",,"I","ALBANY","ALBANY","Albany","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",908,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-MAR-05,01-MAR-05,01-JAN-16,01-APR-20,01-APR-20,"N","ATHENS","Non-MSA","Y","Y","Y"
141062019,14106,2019,"OH0060000","OH0060000","","N","N",,"I","AUGLAIZE","AUGLAIZE","Auglaize","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","County",18056,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","N",,,,,,,0,0,01-JAN-98,01-DEC-01,01-DEC-01,01-JAN-16,,,"N","AUGLAIZE","Non-MSA","Y","Y","Y"
141072019,14107,2019,"OH0060100","OH0060100","","N","N",,"I","ST. MARYS","ST. MARYS","St. Marys","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",8212,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-MAR-15,01-MAR-15,01-JAN-16,,,"N","AUGLAIZE","Non-MSA","Y","Y","Y"
141082019,14108,2019,"OH0060200","OH0060200","","N","N",,"I","WAPAKONETA","WAPAKONETA","Wapakoneta","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",9717,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-NOV-03,01-NOV-03,01-JAN-16,01-APR-20,01-APR-20,"N","AUGLAIZE","Non-MSA","Y","Y","Y"
141122019,14112,2019,"OH0060600","OH0060600","","N","N",,"I","NEW BREMEN","NEW BREMEN","New Bremen","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",2977,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",7,0,7,0,0,0,0,0,01-JAN-98,01-JUL-04,01-JUL-04,01-JAN-16,,,"N","AUGLAIZE","Non-MSA","Y","Y","Y"
141132019,14113,2019,"OH0060700","OH0060700","","N","N",,"I","NEW KNOXVILLE","NEW KNOXVILLE","New Knoxville","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",863,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-FEB-07,01-FEB-07,01-FEB-16,,,"N","AUGLAIZE","Non-MSA","Y","Y","Y"
141162019,14116,2019,"OH0070000","OH0070000","","N","N",,"I","BELMONT","BELMONT","Belmont","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","County",28371,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","N",,,,,,,0,0,01-JAN-98,01-JAN-98,01-JAN-98,01-JAN-16,01-APR-20,01-APR-20,"N","BELMONT","Wheeling, WV-OH","Y","Y","Y"
141172019,14117,2019,"OH0070100","OH0070100","","N","N",,"I","BARNESVILLE","BARNESVILLE","Barnesville","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",4020,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-JAN-99,01-JAN-99,01-JAN-16,01-APR-20,01-APR-20,"N","BELMONT","Wheeling, WV-OH","Y","Y","Y"
141182019,14118,2019,"OH0070200","OH0070200","","N","N",,"I","BELLAIRE","BELLAIRE","Bellaire","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",4039,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-JAN-06,01-JAN-06,01-JAN-16,01-APR-20,01-APR-20,"N","BELMONT","Wheeling, WV-OH","Y","Y","Y"
141192019,14119,2019,"OH0070300","OH0070300","","N","N",,"I","BRIDGEPORT","BRIDGEPORT","Bridgeport","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",1741,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-APR-98,01-APR-98,01-FEB-16,01-APR-20,01-APR-20,"N","BELMONT","Wheeling, WV-OH","Y","Y","Y"
141202019,14120,2019,"OH0070400","OH0070400","","N","N",,"I","MARTINS FERRY","MARTINS FERRY","Martins Ferry","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",6558,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-NOV-07,01-NOV-07,01-JAN-16,01-APR-20,01-APR-20,"N","BELMONT","Wheeling, WV-OH","Y","Y","Y"
141212019,14121,2019,"OH0070500","OH0070500","","N","N",,"I","POWHATAN POINT","POWHATAN POINT","Powhatan Point","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",1526,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-JAN-99,01-JAN-99,01-NOV-16,01-APR-20,01-APR-20,"N","BELMONT","Wheeling, WV-OH","Y","Y","Y"
141222019,14122,2019,"OH0070600","OH0070600","","N","N",,"I","SHADYSIDE","SHADYSIDE","Shadyside","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",3552,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-APR-06,01-APR-06,01-JAN-16,01-APR-20,01-APR-20,"N","BELMONT","Wheeling, WV-OH","Y","Y","Y"
141262019,14126,2019,"OH0071600","OH0071600","","N","N",,"I","BETHESDA","BETHESDA","Bethesda","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",1222,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-OCT-99,01-OCT-99,01-OCT-18,,,"N","BELMONT","Wheeling, WV-OH","Y","Y","Y"
141292019,14129,2019,"OH0080100","OH0080100","","N","N",,"I","ABERDEEN","ABERDEEN","Aberdeen","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",1604,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-JAN-99,01-JAN-99,01-FEB-16,01-APR-20,01-APR-20,"N","BROWN","Cincinnati, OH-KY-IN","Y","Y","Y"
141302019,14130,2019,"OH0080200","OH0080200","","N","N",,"I","GEORGETOWN","GEORGETOWN","Georgetown","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",4253,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-JUN-04,01-JUN-04,01-JAN-16,01-APR-20,01-APR-20,"N","BROWN","Cincinnati, OH-KY-IN","Y","Y","Y"
141332019,14133,2019,"OH0080700","OH0080700","","N","N",,"I","MOUNT ORAB","MOUNT ORAB","Mount Orab","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",3454,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-JUN-02,01-JUN-02,01-JAN-16,,,"N","BROWN","Cincinnati, OH-KY-IN","Y","Y","Y"
141342019,14134,2019,"OH0080800","OH0080800","","N","N",,"I","RUSSELLVILLE","RUSSELLVILLE","Russellville","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",509,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-MAR-04,01-MAR-04,01-JAN-16,,,"N","BROWN","Cincinnati, OH-KY-IN","Y","Y","Y"
141362019,14136,2019,"OH008130X","OH0081300","","N","N",,"I","LAKE WAYNOKA RANGERS","LAKE WAYNOKA RANGERS","Lake Waynoka Rangers","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","Other",0,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-MAR-11,01-MAR-11,01-FEB-17,,,"N","BROWN","Cincinnati, OH-KY-IN","Y","Y","Y"
141392019,14139,2019,"OH0090200","OH0090200","","N","N",,"I","HAMILTON","HAMILTON","Hamilton","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",62155,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","N",7,"3","Cities from 50,000 thru 99,999","3","Cities from 50,000 thru 99,999","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-JAN-15,01-JAN-15,01-JAN-16,01-APR-20,01-APR-20,"N","BUTLER","Cincinnati, OH-KY-IN","Y","Y","Y"
141402019,14140,2019,"OH0090300","OH0090300","","N","N",,"I","MIDDLETOWN","MIDDLETOWN","Middletown","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",48878,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","Y",56,8,64,11,33,44,0,0,01-JAN-98,01-JUN-18,01-JUN-18,01-SEP-18,,,"N","WARREN; BUTLER","Cincinnati, OH-KY-IN","Y","Y","Y"
141412019,14141,2019,"OH0090500","OH0090500","","N","N",,"I","MONROE","MONROE","Monroe","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",16531,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",29,5,34,3,5,8,0,0,01-JAN-98,01-NOV-13,01-NOV-13,01-JAN-16,01-APR-20,01-APR-20,"N","WARREN; BUTLER","Cincinnati, OH-KY-IN","Y","Y","Y"
141432019,14143,2019,"OH0090700","OH0090700","","N","N",,"I","OXFORD","OXFORD","Oxford","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",23045,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-JUN-17,01-JUN-17,01-JUN-17,,,"N","BUTLER","Cincinnati, OH-KY-IN","Y","Y","Y"
141462019,14146,2019,"OH0091300","OH0091300","","N","N",,"I","OXFORD TOWNSHIP","OXFORD TOWNSHIP","Oxford Township","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",2224,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,0,0,0,0,0,01-JAN-98,01-JUL-05,01-JUL-05,01-JAN-16,01-APR-20,01-APR-20,"N","BUTLER","Cincinnati, OH-KY-IN","Y","Y","Y"
141472019,14147,2019,"OH0091500","OH0091500","","N","N",,"I","WEST CHESTER TOWNSHIP","WEST CHESTER TOWNSHIP","West Chester Township","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",62517,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","N",7,"3","Cities from 50,000 thru 99,999","3","Cities from 50,000 thru 99,999","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-JAN-12,01-JAN-12,01-JAN-16,01-APR-20,01-APR-20,"N","BUTLER","Cincinnati, OH-KY-IN","Y","Y","Y"
141482019,14148,2019,"OH0091600","OH0091600","","N","N",,"I","ROSS TOWNSHIP","ROSS TOWNSHIP","Ross Township","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",8944,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","N",,,,,,,0,0,01-JAN-98,01-OCT-08,01-OCT-08,01-JAN-16,01-APR-20,01-APR-20,"N","BUTLER","Cincinnati, OH-KY-IN","Y","Y","Y"
141502019,14150,2019,"OH0091800","OH0091800","","N","N",,"I","FAIRFIELD TOWNSHIP","FAIRFIELD TOWNSHIP","Fairfield Township","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",22956,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",19,0,19,4,2,6,0,0,01-JAN-98,01-JAN-99,01-JAN-99,01-JAN-16,,,"N","BUTLER","Cincinnati, OH-KY-IN","Y","Y","Y"
