"DATA_YEAR","WEAPON_ID","OFFENSE_ID","NIBRS_WEAPON_ID"
2019,20,136583057,25444104
2019,12,136592531,25444103
2019,12,136588313,25444105
2019,2,136592534,25444106
2019,12,136583061,25444108
2019,20,136588326,25444110
2019,20,136592539,25440111
2019,12,136588336,25440113
2019,12,136592556,25440114
2019,12,136588354,25444114
2019,12,136592564,25444115
2019,12,136592568,25440115
2019,12,136588361,25444116
2019,12,136588372,25440118
2019,12,136592578,25440117
2019,12,136592586,25435958
2019,19,136592590,25444120
2019,20,136588386,25444121
2019,20,136588433,25444125
2019,20,136588444,25444128
2019,20,136592670,25440127
2019,20,136588463,25444131
2019,20,136583174,25435962
2019,12,136592721,25440132
2019,20,136588498,25435963
2019,20,136592749,25444134
2019,20,136592757,25440138
2019,9,136588527,25435967
2019,19,141280681,27331946
2019,20,141291210,27336768
2019,20,141280692,27331950
2019,10,141280697,27331953
2019,12,141329312,27352284
2019,3,141293614,27332588
2019,20,141335095,27337135
2019,12,141293804,27337137
2019,9,141335297,27332632
2019,19,146734160,29079144
2019,12,146736758,29083613
2019,20,146734578,29079198
2019,12,149112538,29738224
2019,2,149112554,29738231
2019,20,149112696,29738254
2019,20,149112721,29738261
2019,20,149112729,29738263
2019,3,149112737,29738264
2019,9,149112739,29738265
2019,11,149112741,29738266
2019,20,149112744,29738267
2019,20,149112750,29738268
2019,20,149112755,29738269
2019,12,147642522,29306608
2019,20,147652310,29306620
2019,3,147647379,29306626
2019,20,147652364,29306631
2019,3,147652604,29306670
2019,3,147647520,29306669
2019,12,147647538,29322035
2019,12,147652777,29322048
2019,18,147647618,29322049
2019,12,147642879,29306710
2019,12,147642999,29317434
2019,3,147647765,29322074
2019,19,147653093,29317446
2019,12,147643045,29317447
2019,12,147643051,29317448
2019,19,147647807,29322082
2019,12,147643103,29317463
2019,12,147653183,29326783
2019,18,147643129,29317470
2019,18,147643131,29317472
2019,12,147643131,29317471
2019,12,147653276,29326813
2019,12,147643196,29317489
2019,3,147643213,29317496
2019,19,147653375,29326845
2019,19,147643285,29317516
2019,12,147648217,29322200
2019,20,148526704,29596852
2019,12,148527068,29596904
2019,20,148532557,29596977
2019,20,148527493,29596978
2019,20,148527498,29596980
2019,20,148534392,29577457
2019,20,148534414,29577459
2019,20,148517606,29591975
2019,20,148517618,29597127
2019,20,148534479,29577469
2019,12,148528540,29597132
2019,20,148528613,29591990
2019,20,148528632,29597153
2019,20,148517786,29592001
2019,20,148528687,29597165
2019,20,148517902,29592021
2019,3,148534894,29577540
2019,12,148517938,29592029
2019,20,148517951,29592033
2019,3,148528827,29597185
2019,20,148528846,29597186
2019,2,148528852,29597187
2019,12,148535029,29597190
2019,11,148517999,29592042
2019,3,148528882,29597194
2019,9,149112768,29738272
2019,20,149112785,29738273
2019,12,149112880,29738293
2019,3,149112896,29738297
2019,12,149112986,29738321
2019,3,149113124,29738364
2019,20,147633514,29310864
2019,20,147636827,29305597
2019,20,147627075,29305611
2019,20,147637050,29310919
2019,12,147637132,29310932
2019,18,147633928,29316604
2019,20,147633944,29316607
2019,20,147627199,29305632
2019,12,147634006,29316621
2019,12,147638020,29311078
2019,12,147634645,29316712
2019,3,147627801,29305728
2019,20,147628361,29305827
2019,20,147628680,29311230
2019,18,147635440,29316829
2019,3,147639857,29316884
2019,19,147639857,29316885
2019,20,147629869,29306038
2019,12,147629913,29306049
2019,9,147640028,29311434
2019,12,147640032,29316920
2019,12,147640056,29311440
2019,12,147629962,29306058
2019,20,147635875,29316931
2019,3,147640093,29316935
2019,11,147630029,29306081
2019,20,147635952,29311469
2019,3,147640156,29311468
2019,3,147640155,29306084
2019,12,147635967,29311477
2019,3,147636009,29316967
2019,18,147636018,29311495
2019,12,147636018,29311494
2019,12,147640269,29311501
2019,12,147640273,29311505
2019,12,147640282,29311506
2019,20,147640439,29311546
2019,12,147630331,29311561
2019,12,147641341,29317070
2019,18,147641341,29317071
2019,19,147640517,29311573
2019,3,147640521,29311576
2019,12,147641397,29317081
2019,19,147641396,29311587
2019,18,147641421,29306211
2019,18,147630523,29311601
2019,12,147641528,29306241
2019,19,147630610,29306244
2019,12,147630650,29306254
2019,9,147640752,29306257
2019,2,147640752,29311633
2019,20,147641638,29317145
2019,9,147647262,29321991
2019,12,147647264,29321992
2019,9,147652287,29306617
2019,10,147652467,29306643
2019,12,147647454,29322018
2019,12,147642698,29317378
2019,20,147642743,29322033
2019,20,147642750,29317385
2019,20,147647612,29322047
2019,12,147647684,29322059
2019,20,147652889,29322060
2019,12,147647692,29322061
2019,3,147652934,29306722
2019,3,147642910,29317415
2019,12,147642930,29317421
2019,12,147642943,29317423
2019,19,147642984,29317430
2019,12,147647754,29322070
2019,12,147647966,29322134
2019,12,147653454,29326872
2019,12,147643379,29317548
2019,12,147648093,29322172
2019,12,147648164,29317572
2019,20,147653942,29317582
2019,19,147643501,29317587
2019,12,147648280,29322220
2019,3,147643512,29317590
2019,10,147643514,29317591
2019,12,147643537,29317597
2019,12,147643571,29317606
2019,12,147648383,29322250
2019,12,147648466,29322276
2019,20,147648553,29322296
2019,9,147648668,29322327
2019,2,147643809,29317676
2019,19,147643837,29317683
2019,19,147648753,29322362
2019,9,147648787,29322377
2019,20,147643906,29317703
2019,19,147643921,29317709
2019,12,147648844,29322396
2019,20,147643951,29317720
2019,12,147654264,29327113
2019,12,147648890,29322411
2019,12,147644017,29317732
2019,12,147648934,29322425
2019,19,147644026,29317735
2019,12,147654290,29327124
2019,12,147644033,29317737
2019,9,147644064,29317745
2019,3,147649001,29322450
2019,19,147649030,29322460
2019,12,147649054,29327139
2019,12,147649141,29322492
2019,19,147654403,29327166
2019,12,147644211,29317784
2019,19,147649247,29322521
2019,3,147649247,29322520
2019,20,147649273,29317807
2019,19,147644366,29317827
2019,19,147644369,29317828
2019,19,147644404,29317835
2019,3,147644467,29317848
2019,19,147644496,29317855
2019,12,147649465,29322571
2019,12,147644578,29317881
2019,12,147654699,29327256
2019,19,147644582,29317884
2019,12,147644595,29317887
2019,12,147644601,29317888
2019,3,147644602,29317889
2019,19,147644643,29317900
2019,19,147649630,29327260
2019,19,147644660,29317905
2019,12,147644679,29317910
2019,19,147644686,29317911
2019,12,147644691,29317913
2019,12,147654741,29327265
2019,19,147644700,29317916
2019,19,147644706,29317918
2019,12,147644709,29317922
2019,3,147654756,29327270
2019,12,147644715,29317924
2019,9,147644725,29317930
2019,12,147644729,29317931
2019,19,147644743,29317936
2019,19,147644768,29322647
2019,19,147654793,29327282
2019,19,147649693,29322651
2019,12,147644785,29322652
2019,12,147644815,29317952
2019,19,147644821,29317954
2019,12,147644822,29317955
2019,12,147649726,29322660
2019,12,147649729,29317959
2019,12,147644843,29317960
2019,12,147649734,29322661
2019,9,147644851,29317962
2019,11,147649740,29322663
2019,19,147644859,29317965
2019,12,147649745,29322667
2019,19,147644863,29317966
2019,12,147644869,29317969
2019,12,147644872,29317972
2019,20,147633598,29316558
2019,20,147626952,29316563
2019,12,147627046,29305608
2019,3,147633760,29310904
2019,12,147637148,29310934
2019,20,147637171,29310939
2019,20,147637225,29316614
2019,12,147633992,29316618
2019,20,147627225,29305638
2019,20,147627232,29305639
2019,19,147637405,29310973
2019,19,147634138,29316640
2019,19,147634144,29316643
2019,12,147627671,29305704
2019,3,147638040,29311082
2019,20,147638132,29311097
2019,20,147638175,29305730
2019,20,147639142,29311253
2019,19,147629726,29306008
2019,22,147629804,29306026
2019,20,147629832,29316895
2019,20,147629892,29306046
2019,12,147635868,29316929
2019,12,147630049,29306087
2019,3,147635962,29316952
2019,12,147640188,29311480
2019,19,147630165,29311514
2019,12,147636084,29316985
2019,19,147636106,29316994
2019,12,147630214,29311529
2019,12,147640360,29311531
2019,12,147640367,29306143
2019,12,147640397,29317015
2019,19,147641176,29317016
2019,20,147640452,29311551
2019,12,147640566,29306210
2019,12,147640699,29306242
2019,19,147641546,29317122
2019,12,147641573,29317130
2019,20,147640852,29311659
2019,19,147641694,29306283
2019,19,147641718,29317154
2019,9,147630949,29306311
2019,19,147641840,29317185
2019,12,147641889,29317198
2019,3,147641918,29321784
2019,12,147646420,29306384
2019,12,147651245,29306388
2019,19,147646456,29321825
2019,9,147641992,29317223
2019,12,147641992,29317222
2019,12,147642003,29317225
2019,12,147646518,29306415
2019,19,147646535,29321839
2019,12,147651406,29306448
2019,12,147642043,29306449
2019,12,147651418,29317236
2019,12,147642053,29317239
2019,3,147651456,29306461
2019,19,147651463,29306464
2019,3,147646618,29317245
2019,2,147642078,29317248
2019,12,147642083,29317249
2019,12,147646667,29321873
2019,12,147646702,29321881
2019,20,147646727,29321886
2019,20,147646771,29321891
2019,12,147646784,29321893
2019,12,147646870,29321910
2019,12,147642177,29317274
2019,19,147651657,29306507
2019,12,147646957,29321928
2019,19,147646967,29317280
2019,19,147642211,29321931
2019,12,147651696,29306517
2019,20,147647038,29321940
2019,2,147647196,29317320
2019,12,147647218,29321985
2019,9,147642407,29317331
2019,9,147642408,29306596
2019,12,147642507,29317347
2019,12,147642525,29317348
2019,12,147652274,29306615
2019,18,147652350,29322011
2019,12,147652399,29306634
2019,9,147642623,29317362
2019,12,147642623,29317361
2019,12,147642651,29317368
2019,20,147642675,29317376
2019,12,147642867,29317408
2019,12,147643053,29317449
2019,19,147653152,29326771
2019,12,147643092,29317460
2019,19,147653176,29326781
2019,9,147653176,29326780
2019,12,147653176,29326779
2019,20,147643132,29317473
2019,12,147643160,29317477
2019,18,147643165,29317479
2019,22,147643179,29317483
2019,12,147647912,29322115
2019,12,147647952,29322129
2019,20,147643266,29317511
2019,19,147648051,29322160
2019,19,147643343,29317534
2019,19,147643351,29326923
2019,12,147643352,29317537
2019,19,147643366,29317542
2019,3,147643376,29317547
2019,2,147643384,29317550
2019,20,147643383,29317549
2019,20,147653765,29326965
2019,2,147643405,29326966
2019,18,147648083,29326967
2019,12,147648083,29317558
2019,12,147643408,29317559
2019,12,147653782,29326974
2019,12,147653850,29326999
2019,20,147648185,29322194
2019,2,147648186,29322195
2019,19,147653867,29327004
2019,12,147643492,29317584
2019,20,147643520,29317594
2019,3,147648364,29322243
2019,12,147643570,29317605
2019,18,147648397,29322256
2019,12,147643607,29322260
2019,12,147643621,29317616
2019,19,147654096,29327065
2019,3,147643734,29327074
2019,20,147643750,29317654
2019,3,147648613,29322314
2019,9,147648680,29322329
2019,12,147648680,29317674
2019,18,147648680,29322330
2019,18,147648698,29322339
2019,12,147643818,29322341
2019,19,147643829,29317679
2019,20,147648708,29322343
2019,19,147643832,29317680
2019,3,147654184,29327091
2019,12,147643849,29317686
2019,20,147643880,29317696
2019,3,147648774,29317701
2019,12,147654228,29327103
2019,20,147643899,29322375
2019,3,147648794,29322382
2019,12,147643916,29317708
2019,3,147643924,29327107
2019,3,147643923,29317710
2019,3,147643934,29317714
2019,20,148526739,29596856
2019,22,148526771,29596860
2019,12,148516903,29591886
2019,12,148527481,29596975
2019,3,148517591,29591970
2019,20,148528514,29591978
2019,20,148517718,29597150
2019,3,148535043,29577565
2019,20,148518034,29592051
2019,12,147644886,29317976
2019,19,147654832,29327294
2019,12,147644917,29317987
2019,12,147644927,29317991
2019,12,147644938,29317994
2019,12,147644940,29317995
2019,20,147654851,29327300
2019,12,147644948,29317997
2019,19,147644951,29317998
2019,12,147644970,29318005
2019,17,147644981,29318008
2019,12,147644985,29318010
2019,18,147649785,29322676
